"","studyID","blockID","blockID.level2","northing_UTM","easting_UTM","LC.author.coarse","SR","Shannon","Exclude.AM.Shannon","Original.Abundance","Original.Abundance.No.AM","Abundance","Exclude.AM.Abundance","above.genus.prop","above.genus.no.AM","Ratio","abundanceMethod","block.n","subblock.n","X","SC","Est.SR","Est.Shannon","Exclude.AM.SC","Exclude.AM.Est.SR","Exclude.AM.Est.Shannon","LC.author","Lat","Long","ref_siteID","LC.point","Hist.LC.point","fert","Agr.1km","Hist.Agr.1km","Urb.1km","Hist.Urb.1km","Forest","Hist.Forest","Shrubland","Hist.Shrubland","Grassland","Hist.Grassland","biome.value","CHELSA_bio10_01","CHELSA_bio10_12","CHELSA_bio10_04","CHELSA_bio10_15","elevation_1KMmn_SRTM","elevation_1KMsd_SRTM","cell","CHELSA_bio10_02","CHELSA_bio10_07","CHELSA_bio10_06","LC.author.and.GIS","SamplingEffort","LC.GIS","PC1","PC2","Agr1","Urb1","study_LC","qPD.S","Covariate.Est.Shannon"
"6416","Taki03","Taki03B1","Taki03Taki03B1SB1",42.94867,143.490722,"Natural",8,1.90803683450907,1.90803683450907,18,18,18,18,1,1,0.444444444444444,"Abundance",1,1,3955,0.7862,13.6666666666667,9.90290972328286,0.7862,13.6666666666667,9.90290972328286,"natural habitat",42.94867,143.490722,"Taki03Taki03_31",40,40,2454.364258,0.595744681,0.595744681,0,0,0.404255319,0.404255319,0,0,0,0,4,75,1300,8846,40,143.4600067,18.12038612,2195281257,NA,NA,NA,"Natural",0.511557789,"Natural",0.320450968596761,0.701141270293217,0,0,"Taki03_Natural",3.62826448706162,0.99576281996093
"6418","Taki03","Taki03B1","Taki03Taki03B1SB1",42.813132,143.682141,"Natural",15,2.13168800306213,2.13168800306213,52,52,52,52,1,1,0.288461538461538,"Abundance",1,1,3957,0.8876,19.4134615384615,10.3367232965213,0.8876,19.4134615384615,10.3367232965213,"natural habitat",42.813132,143.682141,"Taki03Taki03_39",40,40,2808.740234,0.391304348,0.391304348,0,0,0.608695652,0.608695652,0,0,0,0,5,77,1374,8414,35,102.4199982,23.56063652,2201631726,NA,NA,NA,"Natural",0.646231156,"Natural",0.0976893900754384,0.790921706995724,0,0,"Taki03_Natural",3.71992025921658,1.01438289081138
"6423","Taki03","Taki03B1","Taki03Taki03B1SB1",42.789621,143.67924,"Natural",9,2.13833305950803,2.13833305950803,12,12,12,12,1,1,0.75,"Abundance",1,1,3960,0.5417,14.5,16.5259827812272,0.5417,14.5,16.5259827812272,"natural habitat",42.789621,143.67924,"Taki03Taki03_56",40,40,2808.740234,0.659574468,0.659574468,0,0,0.340425532,0.340425532,0,0,0,0,4,76,1469,8373,37,116.5100021,7.833894253,2202668525,NA,NA,NA,"Natural",1,"Natural",0.0692510680680283,0.815466715747482,0,0,"Taki03_Natural",3.8716154731709,1.21816729592001
"6426","Tang01","Tang01NP","Tang01Tang01NPSB1",1511816,618309,"Agriculture",8,0.364156581382944,0.364156581382944,215,215,215,215,1,1,0.0372093023255814,"Abundance",1,1,3962,0.9721,22.9302325581395,1.50956434052347,0.9721,22.9302325581395,1.50956434052347,"crop",13.6728805189896,100.093958046412,"Tang01NP01",30,30,1338.912476,1,0.939393939,0,0.060606061,0,0,0,0,0,0,1,283,1187,1315,83,5.21999979,1.221310735,3561120034,NA,NA,NA,"Agriculture",1,"Agriculture",-2.34619321991968,-2.73143815238605,1,0,"Tang01_Agriculture",1.16574295451069,0.178851628216229
"6427","Tang01","Tang01NP","Tang01Tang01NPSB1",1513231,619783,"Agriculture",9,0.862137830706595,0.862137830706595,77,77,77,77,1,1,0.116883116883117,"Abundance",1,1,3963,0.9491,11.6320346320346,2.56771397091343,0.9491,11.6320346320346,2.56771397091343,"crop",13.6856123500651,100.10764558488,"Tang01NP02",30,30,1338.912476,1,1,0,0,0,0,0,0,0,0,1,283,1188,1318,83,5.309999943,0.934826195,3560601639,NA,NA,NA,"Agriculture",1,"Agriculture",-2.34627193649748,-2.7301757898078,1,0,"Tang01_Agriculture",1.81829935055867,0.409546644096013
"6452","Tang01","Tang01SS","Tang01Tang01SSSB1",1509709.06,627224.99,"Agriculture",11,0.365376811299129,0.365376811299129,403,403,403,403,1,1,0.0272952853598015,"Abundance",1,1,3964,0.9876,15.1563275434243,1.47056358816107,0.9876,15.1563275434243,1.47056358816107,"crop",13.6534555537047,100.176294447354,"Tang01SS01",30,30,1349.06958,1,1,0,0,0,0,0,0,0,0,14,283,1206,1292,83,4.96999979,1.403246284,3562027264,NA,NA,NA,"Agriculture",1,"Agriculture",-2.3634559031225,-2.71977774233476,1,0,"Tang01_Agriculture",1.17984379671953,0.16748380843533
"6430","Tang01","Tang01SS","Tang01Tang01SSSB1",1506113.37,624439.78,"Agriculture",3,0.659562516023592,0.659562516023592,69,69,69,69,1,1,0.0434782608695652,"Abundance",1,1,3965,1,3,1.96451427787591,1,3,1.96451427787591,"crop",13.6210696739517,100.15038934227,"Tang01SS02",30,30,1365.958862,1,1,0,0,0,0,0,0,0,0,14,283,1194,1289,83,4.690000057,1.172134757,3563582455,NA,NA,NA,"Agriculture",1,"Agriculture",-2.35602966192502,-2.72981564343476,1,0,"Tang01_Agriculture",1.08775591849362,0.293255189564311
"6431","Tang01","Tang01SS","Tang01Tang01SSSB1",1511563.02,625911.27,"Agriculture",8,0.695382477839058,0.695382477839058,92,92,92,92,1,1,0.0869565217391304,"Abundance",1,1,3966,0.9681,9.48369565217391,2.11521647111531,0.9681,9.48369565217391,2.11521647111531,"crop",13.6702733010079,100.164232130001,"Tang01SS03",30,30,1338.912476,0.852941176,0.852941176,0,0,0.147058824,0.147058824,0,0,0,0,1,283,1199,1298,83,4.090000153,0.970515311,3561249660,NA,NA,NA,"Agriculture",1,"Agriculture",-2.35759671972448,-2.72443898157714,1,0,"Tang01_Agriculture",1.5523322115906,0.325354819654373
"6456","Tang01","Tang01SS","Tang01Tang01SSSB1",1506472,637024,"Agriculture",3,0.447062054333788,0.447062054333788,32,32,32,32,1,1,0.09375,"Abundance",1,1,3967,1,3,1.6186549657753,1,3,1.6186549657753,"crop",13.6237465173432,100.266722817431,"Tang01SS04",20,20,1349.988892,0.970588235,0.941176471,0.029411765,0.058823529,0,0,0,0,0,0,14,283,1226,1256,82,3.880000114,1.274990201,3563452897,NA,NA,NA,"Agriculture",1,"Natural",-2.39834476336479,-2.68706778552521,1,0,"Tang01_Agriculture",1.12951865841068,0.20915428394211
"6432","Tang01","Tang01SS","Tang01Tang01SSSB1",1511443,635448,"Agriculture",12,1.12955139586746,1.12955139586746,145,145,145,145,1,1,0.0827586206896552,"Abundance",1,1,3968,0.9725,19.9448275862069,3.30701360012814,0.9725,19.9448275862069,3.30701360012814,"crop",13.6687585568134,100.252392896708,"Tang01SS05",30,30,1324.706665,0.909090909,0.909090909,0,0,0.090909091,0.090909091,0,0,0,0,14,283,1236,1278,83,4.610000134,0.958070993,3561379291,NA,NA,NA,"Agriculture",1,"Agriculture",-2.38609896428125,-2.69818621982364,1,0,"Tang01_Agriculture",1.92632364574809,0.51943598095799
"6428","Tang01","Tang01NP","Tang01Tang01NPSB1",1513775,636834,"Agriculture",14,0.788246422961641,0.788246422961641,165,165,165,165,1,1,0.0848484848484849,"Abundance",1,1,3969,0.9395,63.6969696969697,2.51699550606154,0.9395,63.6969696969697,2.51699550606154,"crop",13.6897748124108,100.265318678035,"Tang01NP03",30,30,1324.706665,0.657142857,0.571428571,0.114285714,0.2,0.228571429,0.228571429,0,0,0,0,1,283,1246,1280,83,5.739999771,1.634747744,3560342496,NA,NA,NA,"Agriculture",1,"Agriculture",-2.39227501639211,-2.69003093495052,1,0,"Tang01_Agriculture",1.86153446321311,0.40088244014335
"6433","Tang01","Tang01SS","Tang01Tang01SSSB1",1512894,637381,"Agriculture",19,1.50226210794007,1.50226210794007,145,145,145,145,1,1,0.131034482758621,"Abundance",1,1,3970,0.9311,63.6896551724138,5.30440067056456,0.9311,63.6896551724138,5.30440067056456,"crop",13.6817846784112,100.270333232326,"Tang01SS06",20,20,1324.706665,0.735294118,0.676470588,0.147058824,0.205882353,0.117647059,0.117647059,0,0,0,0,1,283,1243,1276,82,5.239999771,1.289340973,3560731298,NA,NA,NA,"Agriculture",1,"Natural",-2.40559184174862,-2.67062323398881,1,0,"Tang01_Agriculture",2.4898336889826,0.724636321287206
"6429","Tang01","Tang01NP","Tang01Tang01NPSB1",1518620,622420,"Agriculture",11,1.18569023324395,1.18569023324395,193,193,193,193,1,1,0.0569948186528497,"Abundance",1,1,3971,0.9846,13.2383419689119,3.39127675537754,0.9846,13.2383419689119,3.39127675537754,"crop",13.7342210020763,100.132260253922,"Tang01NP04",40,40,1338.912476,1,1,0,0,0,0,0,0,0,0,1,283,1194,1328,83,4.75,1.219631076,3558268848,NA,NA,NA,"Agriculture",1,"Natural",-2.34831981853874,-2.72383540498088,1,0,"Tang01_Agriculture",1.79148868455459,0.530363233136623
"6434","Tang01","Tang01SS","Tang01Tang01SSSB1",1512370.82,627750.51,"Agriculture",10,1.31863192531539,1.31863192531539,82,82,82,82,1,1,0.121951219512195,"Abundance",1,1,3972,0.9271,27.780487804878,4.32373144031095,0.9271,27.780487804878,4.32373144031095,"crop",13.6774956159749,100.181272431905,"Tang01SS07",30,30,1321.81665,0.941176471,0.941176471,0,0,0.058823529,0.058823529,0,0,0,0,1,283,1205,1295,83,4.239999771,1.105622053,3560990466,NA,NA,NA,"Agriculture",1,"Agriculture",-2.36219609103011,-2.72011405557126,1,0,"Tang01_Agriculture",2.04590459900442,0.635858710810139
"6435","Tang01","Tang01SS","Tang01Tang01SSSB1",1509913,623648,"Agriculture",2,0.304636097349238,0.304636097349238,11,11,11,11,1,1,0.181818181818182,"Abundance",1,1,3973,1,2,1.42929159323373,1,2,1.42929159323373,"crop",13.6554537920379,100.143235988649,"Tang01SS08",30,30,1365.958862,1,1,0,0,0,0,0,0,0,0,1,283,1194,1297,83,4.260000229,1.145600319,3562027252,NA,NA,NA,"Agriculture",1,"Agriculture",-2.35444815558937,-2.72858892785448,1,0,"Tang01_Agriculture",1.42929159027785,0.155120839297406
"6449","Tang01","Tang01NP","Tang01Tang01NPSB1",1513750.04,615247.07,"Agriculture",5,0.372103263508321,0.372103263508321,114,114,114,114,1,1,0.043859649122807,"Abundance",1,1,3974,0.9828,5.99122807017544,1.48844169331944,0.9828,5.99122807017544,1.48844169331944,"crop",13.6904888458856,100.065727742544,"Tang01NP05",11,11,1338.323242,0.514285714,0.485714286,0,0.028571429,0.114285714,0.114285714,0,0,0.371428571,0.371428571,1,283,1180,1325,83,4.960000038,1.44858551,3560342424,NA,NA,NA,"Agriculture",1,"Urban",-2.33950592176487,-2.73553065676643,1,0,"Tang01_Agriculture",1.28298658390865,0.172731826711603
"6436","Tang01","Tang01SS","Tang01Tang01SSSB1",1507693,632316,"Agriculture",4,0.194924365885976,0.194924365885976,632,632,632,632,1,1,0.00632911392405063,"Abundance",1,1,3975,1,4,1.21817481866923,1,4,1.21817481866923,"crop",13.635002464629,100.223263489642,"Tang01SS09",40,40,1349.06958,0.5,0.5,0,0.027777778,0.222222222,0.194444444,0,0,0,0,14,283,1215,1276,82,4.28000021,1.612947583,3562934481,NA,NA,NA,"Agriculture",1,"Natural",-2.38710196807379,-2.69270667121352,1,0,"Tang01_Agriculture",1.10534873495243,0.0857096178004117
"6438","Tang01","Tang01SS","Tang01Tang01SSSB1",1506900.53,635557.65,"Agriculture",6,1.02246113546802,1.02246113546802,32,32,32,32,1,1,0.1875,"Abundance",1,1,3977,0.9413,6.96875,3.09871946442169,0.9413,6.96875,3.09871946442169,"crop",13.6276891427428,100.253189816617,"Tang01SS11",10,10,1349.988892,0.9375,0.90625,0,0.03125,0,0,0,0,0,0,14,283,1221,1262,82,3.769999981,1.420246482,3563323292,NA,NA,NA,"Agriculture",1,"Urban",-2.39384950952114,-2.69010001132907,1,0,"Tang01_Agriculture",2.0191226036107,0.491182260147479
"6425","Tang01","Tang01BK","Tang01Tang01BKSB1",1508667,646338,"Agriculture",12,1.55753526119571,1.55753526119571,86,86,86,86,1,1,0.13953488372093,"Abundance",1,1,3978,0.9308,20.8953488372093,5.37656655357463,0.9308,20.8953488372093,5.37656655357463,"crop",13.6431352926291,100.352922884579,"Tang01BK01",20,20,1027.059937,0.882352941,0.705882353,0.117647059,0.294117647,0,0,0,0,0,0,14,283,1276,1243,82,4.670000076,1.364221334,3562545728,NA,NA,NA,"Agriculture",1,"Natural",-2.43364183516861,-2.64997345759951,1,0,"Tang01_Agriculture",2.86529152821768,0.730505026066405
"6439","Tang01","Tang01SS","Tang01Tang01SSSB1",1509370.73,632991.72,"Agriculture",6,0.500973514342269,0.500973514342269,358,358,358,358,1,1,0.0167597765363128,"Abundance",1,1,3979,0.9944,7.99441340782123,1.66838168540434,0.9944,7.99441340782123,1.66838168540434,"crop",13.6501385938854,100.229588026252,"Tang01SS12",30,30,1349.06958,0.857142857,0.885714286,0.028571429,0.028571429,0.057142857,0.028571429,0,0,0,0,14,283,1218,1278,83,3.950000048,1.023474455,3562156883,NA,NA,NA,"Agriculture",1,"Agriculture",-2.37420304650119,-2.71239414564003,1,0,"Tang01_Agriculture",1.13330916579841,0.222295413749021
"6450","Tang01","Tang01NP","Tang01Tang01NPSB1",1515792.15,621377.12,"Agriculture",5,0.880908558975899,0.880908558975899,53,53,53,53,1,1,0.0943396226415094,"Abundance",1,1,3980,0.963,6.9622641509434,2.57217097015846,0.963,6.9622641509434,2.57217097015846,"crop",13.7086999985354,100.122494450825,"Tang01NP06",30,30,1338.912476,1,1,0,0,0,0,0,0,0,0,1,283,1187,1321,83,4.25,1.321930408,3559435245,NA,NA,NA,"Agriculture",1,"Agriculture",-2.34500709016794,-2.73051811570084,1,0,"Tang01_Agriculture",1.42908718088676,0.410299832420388
"6440","Tang01","Tang01SS","Tang01Tang01SSSB1",1512081,630488,"Agriculture",9,1.22536388451296,1.22536388451296,51,51,51,51,1,1,0.176470588235294,"Abundance",1,1,3981,0.9442,10.1029411764706,3.77577725778936,0.9442,10.1029411764706,3.77577725778936,"crop",13.6747536241219,100.206567944369,"Tang01SS13",40,40,1321.81665,1,1,0,0,0,0,0,0,0,0,1,283,1208,1290,83,4.179999828,0.942125261,3561120075,NA,NA,NA,"Agriculture",1,"Natural",-2.36518394536703,-2.71849274791852,1,0,"Tang01_Agriculture",2.03865753351875,0.577006366302343
"6465","Tang01","Tang01SS","Tang01Tang01SSSB1",1511506,633084,"Agriculture",3,0.789947531502236,0.789947531502236,58,58,58,58,1,1,0.0517241379310345,"Abundance",1,1,3982,1,3,2.2428789673408,1,3,2.2428789673408,"crop",13.6694375275611,100.230541199363,"Tang01SS14",30,30,1321.81665,0.875,0.875,0,0,0.125,0.125,0,0,0,0,14,283,1217,1285,83,3.920000076,0.986711681,3561379283,NA,NA,NA,"Agriculture",1,"Agriculture",-2.37215577519578,-2.71211316694137,1,0,"Tang01_Agriculture",1.17922853100174,0.350805838347012
"6441","Tang01","Tang01SS","Tang01Tang01SSSB1",1511668,626717,"Agriculture",5,0.417033964252745,0.417033964252745,114,114,114,114,1,1,0.043859649122807,"Abundance",1,1,3983,0.9826,6.98245614035088,1.56331836135543,0.9826,6.98245614035088,1.56331836135543,"crop",13.6711872589818,100.171685863492,"Tang01SS15",30,30,1321.81665,0.971428571,0.971428571,0,0,0.028571429,0.028571429,0,0,0,0,1,283,1203,1297,83,4.739999771,1.338805437,3561249662,NA,NA,NA,"Agriculture",1,"Agriculture",-2.36046638952021,-2.72140103173618,1,0,"Tang01_Agriculture",1.0906624535136,0.194047428755428
"6451","Tang01","Tang01NP","Tang01Tang01NPSB1",1512936,635838,"Agriculture",2,0.0144770991731982,0.0144770991731982,498,498,498,498,1,1,0.00401606425702811,"Abundance",1,1,3984,1,2,1.01575905196125,1,2,1.01575905196125,"crop",13.6822371119464,100.256069890549,"Tang01NP07",40,40,1324.706665,0.657142857,0.657142857,0,0,0.342857143,0.342857143,0,0,0,0,1,283,1239,1281,83,4.710000038,1.202455878,3560731293,NA,NA,NA,"Agriculture",1,"Natural",-2.38748011028086,-2.69536829667846,1,0,"Tang01_Agriculture",1,0.006790701241427
"6467","Tang01","Tang01SS","Tang01Tang01SSSB1",1507285,629883,"Agriculture",3,0.307465582742189,0.307465582742189,191,191,191,191,1,1,0.0157068062827225,"Abundance",1,1,3985,1,3,1.36770580050174,1,3,1.36770580050174,"crop",13.631423733515,100.200755262811,"Tang01SS16",10,10,1349.06958,0.939393939,0.939393939,0,0,0.060606061,0.060606061,0,0,0,0,14,283,1208,1276,83,4.019999981,1.435130715,3563064073,NA,NA,NA,"Agriculture",1,"Urban",-2.36795158145441,-2.72063950018401,1,0,"Tang01_Agriculture",1.01746046763354,0.135992688787938
"6468","Tino01","Tino01CFT","Tino01Tino01CFTSB1",8522201,301209,"Natural",7,0.828975566203657,0.699204848901006,145,140,139,134,0.958620689655172,0.957142857142857,0.0503597122302158,"Visitors (All)",1,1,3986,1,7,2.34309946031684,1,6,2.05173957788316,"natural habitat",-13.3610456836228,-52.835573485883,"Tino01CFT200101",11,11,827.8132324,0.5,0.5,0,0,0.03125,0.03125,0.46875,0.46875,0,0,7,250,1767,952,83,396.5899963,6.264335632,4822332180,NA,NA,NA,"Agriculture",0.357142857,"Urban",-2.47150619059438,-2.17309505723276,0,0,"Tino01_Natural",1.4315135544911,0.312122236037368
"6470","Tino01","Tino01CFT","Tino01Tino01CFTSB2",8522487,301640,"Natural",6,1.7045514452673,1.7045514452673,12,12,12,12,1,1,0.5,"Visitors (All)",1,1,3988,0.859,6.91666666666667,7.34140901859787,0.859,6.91666666666667,7.34140901859787,"natural habitat",-13.3584896850111,-52.8315756992601,"Tino01CFT200103",30,30,827.7224121,0.257142857,0.257142857,0,0,0.285714286,0.285714286,0.457142857,0.457142857,0,0,7,249,1794,949,82,399.8399963,10.60822296,4822332181,NA,NA,NA,"Natural",0.285714286,"Agriculture",-2.49239089836799,-2.12759114805936,0,0,"Tino01_Natural",2.40534928397984,0.865779420988984
"6471","Tino01","Tino01CFT","Tino01Tino01CFTSB2",8522544,301698,"Natural",3,0.125386776106573,0.125386776106573,88,88,87,87,0.988636363636364,0.988636363636364,0.0344827586206897,"Visitors (All)",1,1,3989,0.9775,3.98850574712644,1.15824226444668,0.9775,3.98850574712644,1.15824226444668,"natural habitat",-13.3579784016326,-52.8310364580268,"Tino01CFT200104",120,120,827.7224121,0.21875,0.21875,0,0,0.3125,0.3125,0.46875,0.46875,0,0,7,250,1765,954,83,391.9299927,7.668448448,4822202581,NA,NA,NA,"Natural",0.5,"Natural",-2.47000907310867,-2.17410424595639,0,0,"Tino01_Natural",1.12262293555459,0.0637994083620568
"6484","Tino01","Tino01CFTSA","Tino01Tino01CFTSASB1",8488400,337920,"Natural",10,1.39322035767057,1.87495401253054,62,24,62,24,1,1,0.161290322580645,"Visitors (All)",1,1,3990,0.92,19.8387096774194,4.6988195945675,0.7961,18.5833333333333,9.4875657450419,"natural habitat",-13.668811760081,-52.4985946127048,"Tino01CFTSA01",120,120,1210.220093,0.352941176,0.352941176,0,0,0.147058824,0.147058824,0.5,0.5,0,0,7,256,1410,966,80,327.6300049,3.471757412,4836717901,NA,NA,NA,"Natural",0.214285714,"Natural",-2.358632277981,-2.38728076882297,0,0,"Tino01_Natural",1.6862072580168,0.977154798401295
"6474","Tino01","Tino01CFTAN","Tino01Tino01CFTANSB2",8492511,339216,"Natural",3,1.04573297818771,0.613410049457059,52,33,52,33,1,1,0.0576923076923077,"Visitors (All)",1,1,3994,1,3,2.90155561638092,1,2,1.87544712113161,"natural habitat",-13.6317237706964,-52.4863819327556,"Tino01CFTAN03",61,61,929.4129028,0.352941176,0.352941176,0,0,0.176470588,0.176470588,0.470588235,0.470588235,0,0,7,252,1683,958,80,389.230011,4.74943161,4835033105,NA,NA,NA,"Natural",0.285714286,"Natural",-2.48501296258702,-2.17278106133751,0,0,"Tino01_Natural",1.05890560320933,0.273104823578983
"6494","Tino01","Tino01CFTSM","Tino01Tino01CFTSMSB1",8500242,375935,"Natural",9,1.33484553202467,1.02966918105028,171,129,165,123,0.964912280701754,0.953488372093023,0.0545454545454545,"Visitors (All)",1,1,4001,0.9759,14.9636363636364,3.9752304101021,0.9677,13.9512195121951,2.96313426668642,"natural habitat",-13.5636301126648,-52.1466488363763,"Tino01CFTSM02",120,120,928.9136963,0.375,0.375,0,0,0,0,0.625,0.625,0,0,7,253,1643,991,81,387.3800049,7.737932682,4831793228,NA,NA,NA,"Natural",0.214285714,"Natural",-2.45030317312923,-2.22311352721586,0,0,"Tino01_Natural",1.21230422828309,0.47175133084552
"6488","Tino01","Tino01CFTSC","Tino01Tino01CFTSCSB1",8501759,378870,"Natural",5,1.10242880557267,1.10242880557267,20,20,20,20,1,1,0.25,"Visitors (All)",1,1,4002,0.8575,7.85,3.67709148521186,0.8575,7.85,3.67709148521186,"natural habitat",-13.5500386253784,-52.1194621107069,"Tino01CFTSC01",120,120,928.9136963,0.15625,0.15625,0,0,0.0625,0.0625,0.78125,0.78125,0,0,7,253,1475,995,79,389.4299927,6.560876369,4831274837,NA,NA,NA,"Natural",0.071428571,"Natural",-2.37996725486097,-2.29544063807804,0,0,"Tino01_Natural",1.14259322080716,0.565504435152634
"6489","Tino01","Tino01CFTSC","Tino01Tino01CFTSCSB1",8501689,378826,"Natural",6,1.23203667055143,0.953644026975455,157,134,155,132,0.987261146496815,0.985074626865672,0.0387096774193548,"Visitors (All)",1,1,4003,1,6,3.48674523069388,1,5,2.63718037188892,"natural habitat",-13.5506696451134,-52.1198716586111,"Tino01CFTSC02",120,120,928.9136963,0.181818182,0.181818182,0,0,0.060606061,0.060606061,0.757575758,0.757575758,0,0,7,253,1567,993,80,389.4299927,6.560876369,4831274837,NA,NA,NA,"Natural",0.642857143,"Natural",-2.4204836330929,-2.25288918192492,0,0,"Tino01_Natural",1.07904737944492,0.421139834699431
"6479","Tino01","Tino01CFTFB","Tino01Tino01CFTFBSB2",8342213,362956,"Natural",4,1.0625354080616,0.876005765643174,15,14,15,14,1,1,0.266666666666667,"Visitors (All)",1,1,4010,0.8833,4.93333333333333,3.38849633184153,1,3,2.59725075334911,"natural habitat",-14.9915613570008,-52.2745976831948,"Tino01CFTFB04",11,11,1133.430176,1,1,0,0,0,0,0,0,0,0,7,260,1474,1013,80,294.3900146,2.92196846,4898407582,NA,NA,NA,"Agriculture",0.142857143,"Urban",-2.42442328181883,-2.35707111843611,0,0,"Tino01_Natural",1.43086146104295,0.414513880911058
"6505","Toni01","Toni01B1","Toni01Toni01B1SB1",41.92641389,-87.63495833,"Urban",7,1.09337471755665,1.09337471755665,28,28,28,28,1,1,0.25,"Abundance",1,1,4014,0.8622,10.8571428571429,3.66246169475817,0.8622,10.8571428571429,3.66246169475817,"designed urban green space",41.92641389,-87.63495833,"Toni01Toni2",190,190,133.007843,0,0,0.723404255,0.744680851,0,0,0,0,0,0,98,98,903,9217,26,186.8699951,4.947029591,2242890852,NA,NA,NA,"Urban",1,"Natural",0.261552384066337,0.603454843918269,0,1,"Toni01_Urban",1.89382316065002,0.563773091152705
"6507","Toni01","Toni01B1","Toni01Toni01B1SB1",42.09949167,-87.81835278,"Urban",9,1.86196722850771,1.86196722850771,45,45,45,45,1,1,0.2,"Abundance",1,1,4016,0.9575,9.97777777777778,7.19480380651025,0.9575,9.97777777777778,7.19480380651025,"designed urban green space",42.09949167,-87.81835278,"Toni01Toni4",190,190,887.5653076,0.227272727,0.204545455,0.704545455,0.727272727,0,0,0,0,0.045454545,0.045454545,8,96,861,9286,28,193.8099976,1.952920914,2234855586,NA,NA,NA,"Urban",1,"Natural",0.354955222501622,0.541985922392679,0,1,"Toni01_Urban",2.75127625159433,0.857018955755362
"6508","Toni01","Toni01B1","Toni01Toni01B1SB1",42.04922222,-87.68498889,"Urban",7,1.63003856106762,1.63003856106762,33,33,33,33,1,1,0.212121212121212,"Abundance",1,1,4017,0.9731,7.24242424242424,5.6619115798683,0.9731,7.24242424242424,5.6619115798683,"designed urban green space",42.04922222,-87.68498889,"Toni01Toni5",190,190,0,0,0,1,1,0,0,0,0,0,0,8,97,908,9187,26,189.0500031,2.605283022,2237188434,NA,NA,NA,"Urban",1,"Natural",0.260791189760791,0.60934854235724,0,1,"Toni01_Urban",1.22379303487714,0.752963082854035
"6509","Toni01","Toni01B1","Toni01Toni01B1SB1",41.92841389,-87.63647778,"Urban",10,1.16274166277541,1.16274166277541,65,65,65,65,1,1,0.153846153846154,"Abundance",1,1,4018,0.9082,27.7230769230769,3.84399166530168,0.9082,27.7230769230769,3.84399166530168,"designed urban green space",41.92841389,-87.63647778,"Toni01Toni7",190,190,133.007843,0,0,0.761904762,0.785714286,0,0,0,0,0,0,98,98,903,9217,26,186.8699951,4.947029591,2242761251,NA,NA,NA,"Urban",1,"Natural",0.261552384066337,0.603454843918269,0,1,"Toni01_Urban",2.27547019209194,0.584782437342654
"6510","Toni01","Toni01B1","Toni01Toni01B1SB1",41.90664167,-87.70193333,"Urban",5,0.997614864139987,0.997614864139987,17,17,17,17,1,1,0.294117647058824,"Abundance",1,1,4019,0.8306,9.23529411764706,3.54194487516994,0.8306,9.23529411764706,3.54194487516994,"designed urban green space",41.90664167,-87.70193333,"Toni01Toni8",190,190,0.137747198,0,0,0.977777778,1,0.022222222,0,0,0,0,0,8,99,889,9299,26,184.2700043,2.297194004,2243798028,NA,NA,NA,"Urban",1,"Natural",0.279574172383792,0.597197253521253,0,1,"Toni01_Urban",1.80377174712437,0.549241797792563
"6511","Toni01","Toni01B1","Toni01Toni01B1SB1",41.8827,-87.71569167,"Urban",8,1.95646320382668,1.82007597536062,15,12,15,12,1,1,0.533333333333333,"Abundance",1,1,4020,0.7425,15.4666666666667,11.6758048024203,0.6812,14.3333333333333,11.0238172620834,"designed urban green space",41.8827,-87.71569167,"Toni01Toni9",190,190,0.137747198,0,0,1,1,0,0,0,0,0,0,8,99,897,9318,26,185.5700073,1.704435349,2244964423,NA,NA,NA,"Urban",1,"Natural",0.277132840965263,0.607512597394097,0,1,"Toni01_Urban",5.37100941563512,1.04233200547732
"6497","Toni01","Toni01B1","Toni01Toni01B1SB1",41.88141944,-87.62182222,"Urban",6,1.53672246943722,1.31437384300695,14,12,14,12,1,1,0.428571428571429,"Abundance",1,1,4022,0.7962,10.1785714285714,6.67322961297692,0.7708,7.75,5.18483974589471,"designed urban green space",41.88141944,-87.62182222,"Toni01Toni11",190,190,0.137747198,0,0,0.627906977,0.790697674,0,0,0.069767442,0,0,0,8,98,918,9231,26,193.7400055,12.69930744,2244964457,NA,NA,NA,"Urban",1,"Natural",0.252812022176485,0.619346208796143,0,1,"Toni01_Urban",2.49058597844052,0.714735337668322
"6498","Toni01","Toni01B1","Toni01Toni01B1SB1",41.96350833,-87.6334,"Urban",18,1.97871488355508,1.97871488355508,106,106,106,106,1,1,0.169811320754717,"Abundance",1,1,4023,0.9439,23.9433962264151,8.16341341733898,0.9439,23.9433962264151,8.16341341733898,"designed urban green space",41.96350833,-87.6334,"Toni01Toni12",190,210,133.007843,0.023255814,0.023255814,0.069767442,0.186046512,0.093023256,0.046511628,0,0,0,0,98,98,867,9192,25,178.5899963,3.501699686,2241206052,NA,NA,NA,"Urban",1,"Natural",0.270130938110399,0.588533301118671,0,1,"Toni01_Urban",1.6825127568626,0.911871790903762
